SInjection-Detection-Evaluation-New-Cases-GET-Blind/Case01-ConditionalResponses-RetrieveAdminPassword-BlindExploit.jsp,SQL-Injection,TRUE,
SInjection-Detection-Evaluation-New-Cases-GET-Blind/Case02-ConditionalError-RetrieveAdminPassword-BlindExploit.jsp,SQL-Injection,TRUE,
SInjection-Detection-Evaluation-New-Cases-GET-Blind/Case03-TimeDelay-RetrieveAdminPassword-BlindExploit.jsp,SQL-Injection,TRUE,
SInjection-Detection-Evaluation-New-Cases-GET-ObfuscationExploit/Case01-InjectionInSearch-RetrieveDatabaseVersionURLEncode-UnionObfuscationExploit.jsp,SQL-Injection,TRUE,
SInjection-Detection-Evaluation-New-Cases-GET-ObfuscationExploit/Case02-InjectionInSearch-RetrieveDatabaseVersionSpecialURLEncode-UnionObfuscationExploit.jsp,SQL-Injection,TRUE,
SInjection-Detection-Evaluation-New-Cases-GET-ObfuscationExploit/Case03-InjectionInSearch-RetrieveDatabaseVersionBypassWAF-UnionObfuscationExploit.jsp,SQL-Injection,TRUE,
SInjection-Detection-Evaluation-New-Cases-GET-ObfuscationExploit/Case04-InjectionInSearch-RetrieveDatabaseVersionInlineComments-UnionObfuscationExploit.jsp,SQL-Injection,TRUE,
SInjection-Detection-Evaluation-New-Cases-GET-ObfuscationExploit/Case05-InjectionInSearch-ListingDatabaseContentsInlineComments-UnionObfuscationExploit.jsp,SQL-Injection,TRUE,
SInjection-Detection-Evaluation-New-Cases-GET-UnionExploit/Case01-InjectionInSearch-RetrieveDatabaseVersion-UnionExploit.jsp,SQL-Injection,TRUE,
SInjection-Detection-Evaluation-New-Cases-GET-UnionExploit/Case02-InjectionInSearch-TimeDelay-UnionExploit.jsp,SQL-Injection,TRUE,
SInjection-Detection-Evaluation-New-Cases-GET-UnionExploit/Case03-InjsectionInSearch-RetrieveMultipleValuesInSingleColumn-UnionExploit.jsp,SQL-Injection,TRUE,
SInjection-Detection-Evaluation-New-Cases-GET-UnionExploit/Case04-InjectionInSearch-ListingDatabaseContents-UnionExploit.jsp,SQL-Injection,TRUE,
SInjection-Detection-Evaluation-New-Cases-GET-UnionExploit/Case05-InjectionInSearch-ListingDatabaseTableColumns-UnionExploit.jsp,SQL-Injection,TRUE,
SInjection-Detection-Evaluation-New-Cases-GET-UnionExploit/Case06-InjectionInSearch-ListingDatabaseTableRecords-UnionExploit.jsp,SQL-Injection,TRUE,
SInjection-Detection-Evaluation-New-Cases-GET-UnionExploit/Case07-InjectionInSearch-RetrieveCurrentUserDetails-UnionExploit.jsp,SQL-Injection,TRUE,
SInjection-Detection-Evaluation-New-Cases-GET-UnionExploit/Case08-InjectionInSearch-RetrieveServerMAC-UnionExploit.jsp,SQL-Injection,TRUE,
SInjection-Detection-Evaluation-New-Cases-GET-UnionExploit/Case09-InjectionInSearch-RetrievePrivilegesOnDatabase-UnionExploit.jsp,SQL-Injection,TRUE,
SInjection-Detection-Evaluation-New-Cases-POST-Blind/Case01-ConditionalResponses-RetrieveAdminPassword-BlindExploit.jsp,SQL-Injection,TRUE,
